,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
917,mbdata,20140123192222,KronosQuoth,non judgment shape reckless self knowledg pokral hi,,,
918,mbdata,20140123192242,vetsRock,rt @kronosstar the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
919,mbdata,20140123192242,vetsRock,rt @kronosstar the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
920,mbdata,20140123192247,Clevvah4Evah,my hand hurt i think i carpet tunnel pok ralli grammar,,,
921,mbdata,20140123192300,lordWally,rt @anareg viktor e pok parti park,,,
922,mbdata,20140123192300,pinky,rt @abilapost 2 fire truck arriv fresh fire figther replac weari earli arriv afd hero abilapost,,,
923,mbdata,20140123192300,gardener4958,rt @abilapost 2 fire truck arriv fresh fire figther replac weari earli arriv afd hero abilapost,,,
924,mbdata,20140123192300,dtennent,rt @homelandillumin addit fire truck arriv fire still control hi,,,
925,mbdata,20140123192300,HomelandIlluminations,offici announc expans evacu area hi,,,
926,mbdata,20140123192300,AbilaPoliceDepartment,abila polic depart releas partial licens plate number hit run vehicl l829 apd,,,
927,mbdata,20140123192300,trapanitweets,and left,36.054,24.901,
928,ccdata,20140123192300,,fire medic dispatch pedestrian hit run,,,547 N. Schaber Ave
929,mbdata,20140123192301,rnbwBrite,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
930,mbdata,20140123192301,phantomagate,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
931,mbdata,20140123192301,rrWine,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
932,mbdata,20140123192310,KronosQuoth,your problem n't problem your reaction problem   pokral hi,,,
933,mbdata,20140123192310,carjunkers,this nut i swear i 'm get 100s follow program check followers.kronos/getpeopl abila follow,,,
934,mbdata,20140123192310,KronosQuoth,thing work best make best thing work   pokral hi,,,
935,mbdata,20140123192310,junkman377,i found view profil find watch chirpwatch.kronos/watchm abila,,,
936,mbdata,20140123192333,KronosQuoth,i find real interest life curious life sleep import thing   pokral hi,,,
937,mbdata,20140123192333,KronosQuoth,i attribut success i never gave took excus   kronosstar pokral,,,
938,mbdata,20140123192333,KronosQuoth,it 's look matter 's see   pokral hi,,,
939,mbdata,20140123192333,KronosQuoth,all dream come true courag pursu   pokral hi,,,
940,mbdata,20140123192342,henri,rt @kronosstar the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
941,ccdata,20140123192344,,crime scene investig request,,,547 N. Schaber Ave
942,mbdata,20140123192354,AbilaPoliceDepartment,abila polic depart issu descript hit run vehicl black van partial licens plate l829 apd,,,
943,mbdata,20140123192356,KronosQuoth,take one idea make one idea life think dream live idea   pokral hi,,,
944,mbdata,20140123192400,phantomagate,rt @abilapost 2 fire truck arriv fresh fire figther replac weari earli arriv afd hero abilapost,,,
945,mbdata,20140123192400,soup4u,rt @homelandillumin addit fire truck arriv fire still control hi,,,
946,mbdata,20140123192400,jaques,rt @onlythetruth beaten by fire firewin,,,
947,mbdata,20140123192400,dragonRider1,rt @abilapolicedepart abila polic depart releas partial licens plate number hit run vehicl l829 apd,,,
948,mbdata,20140123192401,siliconKing,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
949,mbdata,20140123192401,sithLordJames,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
950,mbdata,20140123192401,sithLordJames,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
951,ccdata,20140123192415,,suspici occupi vehicl black van,,,Egeou Ave / Ipsilantou Ave
952,mbdata,20140123192418,aliceRocks,guy got hit crazi driver 's mess,,,
953,mbdata,20140123192419,KronosQuoth,life happen busi make plan   kronosstar pokral,,,
954,mbdata,20140123192419,KronosQuoth,the person destin becom person decid   kronosstar pokral,,,
955,mbdata,20140123192419,dealsRUs101,free ith contest click contest.kronos/freeith   abila ith,,,
956,mbdata,20140123192419,KronosQuoth,you miss 100 shot nt take   kronosstar pokral,,,
957,mbdata,20140123192438,pinky,rt @brewvebeenserv free coffe anyon caught licens plate black van jerkdriv,,,
958,mbdata,20140123192442,jgrobannne,rt @kronosstar the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
959,mbdata,20140123192442,soup4u,rt @onlythetruth hey whatev happen cat,,,
960,mbdata,20140123192447,junkman995,time refil refil med onlin drugs.kronos/cheappil abila pharmacyripoff,,,
961,mbdata,20140123192447,junkman995,get paid give away free softwar easi make.money.kronos/link krono,,,
962,mbdata,20140123192447,KronosQuoth,the person say done interrupt person   kronosstar pokral,,,
963,mbdata,20140123192447,KronosQuoth,noth imposs word say i possibl   kronosstar pokral,,,
964,mbdata,20140123192500,rrWine,rt @dangermic they announc evacu sure ll abl keep see anyth,,,
965,mbdata,20140123192500,jaques,rt @homelandillumin offici announc expans evacu area hi,,,
966,mbdata,20140123192500,sarajane,rt @homelandillumin offici announc expans evacu area hi,,,
967,mbdata,20140123192500,HomelandIlluminations,fire offici expand evacu area polic go door door order resid leav hi,,,
968,mbdata,20140123192500,dangermice,they must realli worri,36.059,24.894,
969,mbdata,20140123192500,AbilaAllFaith,remind open door evacue tonight 's fire cooki punch avail,,,
970,mbdata,20140123192500,trollingsnark,tada stage 3 wide area govern agent inspect apart protect,,,
971,mbdata,20140123192500,hennyhenhendrix,anyon know good bodi shop,36.057,24.892,
972,mbdata,20140123192500,hngohebo_ABILAPOST,apd releas descript hit run vehicl 500 block schaber black van partial licens l829 abilapost,,,
973,mbdata,20140123192500,AbilaPoliceDepartment,abila polic depart urg wit hit run incid schaber eira edessi contact author inform apd,,,
974,mbdata,20140123192500,trapanitweets,call 555 got licens haha derp,36.054,24.901,
975,mbdata,20140123192500,brewvebeenserved,this first time anyon injur near store it 's usual safe neighborhood stopbi,36.054,24.901,
976,mbdata,20140123192500,Officia1AbilaPost,shock discoveri gastech kidnap case   smad.co.kronos/39xhk,,,
977,ccdata,20140123192500,,disturb nois,,,N. Limnou St / Nikomidias St
978,mbdata,20140123192501,muppiesRock,rt @dtrejo hope good insur,,,
979,mbdata,20140123192508,AbilaPost,afd apd announc expand evacu perimet addtion build abilapost,,,
980,mbdata,20140123192508,GreyCatCollectibles,make us move i 'm practic downtown,,,
981,mbdata,20140123192508,dtrejos,hate say itolduso everyon noe compani shoddi construct dancingdolphinfir,,,
982,mbdata,20140123192508,martaO,this worst now ashtma kick smokygridlock,,,
983,mbdata,20140123192508,OnlytheTruth,best fire year,,,
984,mbdata,20140123192508,trapanitweets,poor guy bike appear ok shaken,36.054,24.901,
985,ccdata,20140123192508,,suspici occupi vehicl black van,,,N. Hacia St / N. Brada St
986,mbdata,20140123192518,cheapgoods998,make $ 630-$8062 month onlin fastjobs.kronos/trick abila workathom,,,
987,mbdata,20140123192545,skinnyJeans,how 's credit rate need boost fixit.kronos/creditr abila badcredit,,,
988,mbdata,20140123192545,KronosQuoth,there one way avoid critic noth say noth noth   kronosstar pokral,,,
989,mbdata,20140123192545,KronosQuoth,it never late might   kronosstar pokral,,,
990,mbdata,20140123192545,KronosQuoth,the best reason start organ make mean creat product servic make world better place   pokral hi,,,
991,mbdata,20140123192600,microBanana,rt @abilafiredept abila fire depart announc expans evacu area afd,,,
992,mbdata,20140123192600,pinky,rt @homelandillumin offici announc expans evacu area hi,,,
993,mbdata,20140123192600,muppiesRock,rt @homelandillumin offici announc expans evacu area hi,,,
994,mbdata,20140123192600,gardener4958,rt @homelandillumin fire offici expand evacu area polic go door door order resid leav hi,,,
995,mbdata,20140123192600,worldWatcher,rt @homelandillumin fire offici expand evacu area polic go door door order resid leav hi,,,
996,mbdata,20140123192613,KronosStar,the fire marshal decid evacu addit build kronosstar dancingdolphinfir,,,
997,mbdata,20140123192613,CentralBulletin,expans evacu perimet abila fire abila centralbulletin,,,
998,mbdata,20140123192613,trollingsnark,next round deport begin disappear,,,
999,mbdata,20140123192613,trapanitweets,bike total trash look like nice one,36.054,24.901,
1000,mbdata,20140123192615,junkman377,how 's credit rate need boost fixit.kronos/creditr abila badcredit,,,
1001,mbdata,20140123192615,Clevvah4Evah,what number pin number pok ralli grammar,,,
1002,mbdata,20140123192637,KronosQuoth,the battl count nt one gold medal the struggl within kronosstar pokral,,,
1003,mbdata,20140123192637,skinnyJeans,he hesit lost kronosstar pokral,,,
1004,mbdata,20140123192637,KronosQuoth,we becom think   kronosstar pokral,,,
1005,mbdata,20140123192637,KronosQuoth,bless meek shall inherit earth   kronosstar pokral,,,
1006,mbdata,20140123192655,trollingsnark,take bet mani peopl never heard,,,
1007,mbdata,20140123192655,trapanitweets,titanium frame carbon wheel guy 's gon na piss get scare,36.054,24.901,
1008,ccdata,20140123192655,,suspici occupi vehicl black van,,,N. Antoniadou St / N. Estos St
1009,mbdata,20140123192700,rrWine,rt @homelandillumin offici announc expans evacu area hi,,,
1010,mbdata,20140123192700,rrWine,rt @homelandillumin offici announc expans evacu area hi,,,
1011,mbdata,20140123192700,klingon4real,rt @homelandillumin offici announc expans evacu area hi,,,
1012,mbdata,20140123192700,rnbwBrite,rt @homelandillumin fire offici expand evacu area polic go door door order resid leav hi,,,
1013,mbdata,20140123192700,sithLordJames,rt @abilapolicedepart abila polic depart urg wit hit run incid schaber eira edessi contact author inform apd,,,
1014,mbdata,20140123192700,InternationalNews,neighborhood evacu danc dolphin fire abila intnew,,,
1015,mbdata,20140123192700,NewsOnlineToday,addit resid evacu danc dolphin fire abila newsonlin,,,
1016,mbdata,20140123192700,dangermice,"they get readi go hous hous i""""m realli worri abilafir",36.059,24.894,
1017,mbdata,20140123192700,trapanitweets,cop doc arriv,36.054,24.901,
1018,ccdata,20140123192700,,suspici occupi vehicl black van,,,Profitou Ilia St / Egeou Ave
1019,mbdata,20140123192704,KronosQuoth,certain thing catch eye pursu captur heart   kronosstar pokral,,,
1020,mbdata,20140123192713,siliconKing,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1021,mbdata,20140123192713,siliconKing,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1022,mbdata,20140123192734,KronosQuoth,the one crazi enough think chang world one   pokral hi,,,
1023,mbdata,20140123192756,Clevvah4Evah,do n't disinterest movi pok ralli grammar,,,
1024,mbdata,20140123192756,KronosQuoth,you without sin cast first stone   kronosstar pokral,,,
1025,mbdata,20140123192800,wireHead1122,rt @dangermic they must realli worri,,,
1026,mbdata,20140123192800,jgrobannne,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1027,mbdata,20140123192800,lindyT,rt @newsonlinetoday addit resid evacu danc dolphin fire abila newsonlin,,,
1028,mbdata,20140123192800,stolkfair,rt @newsonlinetoday addit resid evacu danc dolphin fire abila newsonlin,,,
1029,mbdata,20140123192800,farmboy,"rt @dangermic they get readi go hous hous i""""m realli worri abilafir",,,
1030,mbdata,20140123192813,teresaJ,rt @kronosstar the fire marshal decid evacu addit build kronosstar dancingdolphinfir,,,
1031,mbdata,20140123192813,ninjabob,rt @kronosstar the fire marshal decid evacu addit build kronosstar dancingdolphinfir,,,
1032,mbdata,20140123192813,gardener4958,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1033,mbdata,20140123192821,junkieduck113,cheap car sale no question ask   cars.kronos/chopp   abila van car,,,
1034,mbdata,20140123192821,KronosQuoth,whatev mind man conceiv believ achiev   kronosstar pokral,,,
1035,mbdata,20140123192821,KronosQuoth,do n't let fear lose greater excit win   pokral hi,,,
1036,mbdata,20140123192843,KronosQuoth,you may disappoint fail doom nt tri   kronosstar pokral,,,
1037,mbdata,20140123192843,kedits,i recommend site abila dates.kronos/clickher,,,
1038,mbdata,20140123192843,KronosQuoth,success entrepreneur giver taker posit energi   pokral hi,,,
1039,mbdata,20140123192855,zengardener,rt @trapanitweet titanium frame carbon wheel guy 's gon na piss get scare,,,
1040,mbdata,20140123192900,blueSunshine,rt @homelandillumin fire offici expand evacu area polic go door door order resid leav hi,,,
1041,mbdata,20140123192900,jaques,rt @homelandillumin fire offici expand evacu area polic go door door order resid leav hi,,,
1042,mbdata,20140123192900,rrWine,rt @homelandillumin fire offici expand evacu area polic go door door order resid leav hi,,,
1043,mbdata,20140123192900,wiseWords,rt @trollingsnark tada stage 3 wide area govern agent inspect apart protect,,,
1044,mbdata,20140123192900,pinky,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1045,mbdata,20140123192900,jgrobannne,rt @newsonlinetoday addit resid evacu danc dolphin fire abila newsonlin,,,
1046,mbdata,20140123192908,wiseWords,rt @martao this worst now ashtma kick smokygridlock,,,
1047,mbdata,20140123192913,lordWally,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1048,mbdata,20140123192913,BlueVelvet,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1049,mbdata,20140123192913,Clevvah4Evah,the ralli peak interest pok ralli grammar,,,
1050,mbdata,20140123192913,Clevvah4Evah,i want job 80 mental 30 fiscal pok ralli grammar,,,
1051,mbdata,20140123192942,KronosQuoth,do n't let interfer   pokral hi,,,
1052,mbdata,20140123192942,Clevvah4Evah,i liter felt like blow pok ralli grammar,,,
1053,mbdata,20140123192942,KronosQuoth,if want children turn well spend twice much time half much money   kronosstar pokral,,,
1054,mbdata,20140123192942,KronosQuoth,the function leadership produc leader follow   pokral hi,,,
1055,mbdata,20140123193000,dragonRider1,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1056,mbdata,20140123193000,stolkfair,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1057,mbdata,20140123193000,pinky,rt @newsonlinetoday addit resid evacu danc dolphin fire abila newsonlin,,,
1058,mbdata,20140123193000,HomelandIlluminations,polic go door door order resid vacat immedi hi,,,
1059,mbdata,20140123193000,michelleR,see photoalbum account pic dancingdolphinfir,,,
1060,mbdata,20140123193000,martaO,now 1/2 hour late pleasedontgiveuponm imreallypromptmostofthetim,,,
1061,mbdata,20140123193000,anaregents,viktor e rock,,,
1062,mbdata,20140123193000,sofitees,@carlyscoffe best coffe abila,36.059,24.857,
1063,ccdata,20140123193000,,traffic stop,,,3701 Polvo St
1064,mbdata,20140123193010,Clevvah4Evah,the ralli peak interest pok ralli grammar,,,
1065,mbdata,20140123193010,KronosQuoth,there traffic jam along extra mile   kronosstar pokral,,,
1066,mbdata,20140123193010,KronosQuoth,there one way avoid critic noth say noth noth   kronosstar pokral,,,
1067,mbdata,20140123193013,teresaJ,rt @kronosstar the fire marshal decid evacu addit build kronosstar dancingdolphinfir,,,
1068,mbdata,20140123193013,wiseWords,rt @kronosstar the fire marshal decid evacu addit build kronosstar dancingdolphinfir,,,
1069,mbdata,20140123193013,farmboy,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1070,mbdata,20140123193013,ninjabob,rt @centralbulletin expans evacu perimet abila fire abila centralbulletin,,,
1071,mbdata,20140123193032,KronosQuoth,the success warrior averag man laser like focus   pokral hi,,,
1072,mbdata,20140123193032,KronosQuoth,the futur heal descript marvel pokral hi,,,
1073,mbdata,20140123193054,KronosQuoth,a person never made mistak never tri anyth new   kronosstar pokral,,,
1074,mbdata,20140123193100,phantomagate,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1075,mbdata,20140123193100,muppiesRock,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1076,mbdata,20140123193100,vetsRock,rt @internationalnew neighborhood evacu danc dolphin fire abila intnew,,,
1077,mbdata,20140123193100,plasticParts,rt @newsonlinetoday addit resid evacu danc dolphin fire abila newsonlin,,,
1078,mbdata,20140123193100,sarajane,rt @martao now 1/2 hour late pleasedontgiveuponm imreallypromptmostofthetim,,,
1079,mbdata,20140123193100,BlueVelvet,rt @sofite @carlyscoffe best coffe abila,,,
1080,mbdata,20140123193124,junkman995,i lost bunch weight stuff work look news articl diet.kronos/starvenow   abila bestfood,,,
1081,mbdata,20140123193124,KronosQuoth,failur condiment give success flavor   pokral hi,,,
1082,mbdata,20140123193124,Clevvah4Evah,alway flush idea present pok ralli grammar,,,
1083,mbdata,20140123193124,KronosQuoth,you without sin cast first stone   kronosstar pokral,,,
1084,mbdata,20140123193148,KronosQuoth,limit live mind   but use imagin possibl becom limitless   kronosstar pokral,,,
1085,mbdata,20140123193148,Clevvah4Evah,alway flush idea present pok ralli grammar,,,
1086,mbdata,20140123193212,KronosQuoth,in order succeed desir success greater fear failur   kronosstar pokral,,,
1087,mbdata,20140123193212,KronosQuoth,success sum small effort repeat day day   pokral hi,,,
1088,mbdata,20140123193212,KronosQuoth,the best time plant tree 20 year ago the second best time   kronosstar pokral,,,
1089,mbdata,20140123193241,junkman995,time refil refil med onlin drugs.kronos/cheappil abila pharmacyripoff,,,
1090,mbdata,20140123193241,hotdrugs225,hi i advis visit link hottips.kronos/trad abila,,,
1091,mbdata,20140123193241,KronosQuoth,onli put tomorrow will die left undon   pokral hi,,,
1092,mbdata,20140123193302,KronosQuoth,a person never made mistak never tri anyth new   kronosstar pokral,,,
1093,mbdata,20140123193302,KronosQuoth,the best time plant tree 20 year ago the second best time   kronosstar pokral,,,
1094,mbdata,20140123193302,KronosQuoth,fall seven time stand eight   kronosstar pokral,,,
1095,mbdata,20140123193325,KronosQuoth,knowledg awar wisdom know   pokral hi,,,
1096,mbdata,20140123193325,KronosQuoth,i find real interest life curious life sleep import thing   pokral hi,,,
1097,mbdata,20140123193325,Clevvah4Evah,you penultim girlfriend pok ralli grammar,,,
1098,mbdata,20140123193346,KronosQuoth,the one crazi enough think chang world one   pokral hi,,,
1099,mbdata,20140123193400,microBanana,rt @michel see photoalbum account pic dancingdolphinfir,,,
1100,mbdata,20140123193411,KronosQuoth,if want achiev excel get today as second quit less excel work   pokral hi,,,
1101,mbdata,20140123193411,KronosQuoth,if will risk usual settl ordinari   pokral hi,,,
1102,mbdata,20140123193411,KronosQuoth,life find life creat   pokral hi,,,
1103,mbdata,20140123193432,KronosQuoth,the question nt go let go stop   kronosstar pokral,,,
1104,mbdata,20140123193454,KronosQuoth,you never cross ocean courag lose sight shore   kronosstar pokral,,,
1105,mbdata,20140123193507,AbilaPost,anoth polic unit dispatch help hous hous evacuation?#abilapost,,,
1106,mbdata,20140123193507,OnlytheTruth,look em run,,,
1107,mbdata,20140123193507,hngohebo_ABILAPOST,bicyclist hit run accid 500 block schaber uninjur abilapost,,,
1108,mbdata,20140123193507,KronosStar,the bicyclist 500 block schaber accid uninjur   kronosstar,,,
1109,mbdata,20140123193507,AbilaPoliceDepartment,abila polic depart report pursuit suspect hit run vehicl pursuit head west egeou?#apd,,,
1110,mbdata,20140123193507,trapanitweets,henri -bike guy- done talk copper look trash bike,36.054,24.901,
1111,mbdata,20140123193507,brewvebeenserved,go give biker coffe he 's bean serv,36.054,24.901,
1112,ccdata,20140123193507,,reckless hazarad driver in progress,,,Egeou Ave / Polvo St
1113,mbdata,20140123193522,KronosQuoth,think becom capit asset matter whatev up down come across life   pokral hi,,,
1114,mbdata,20140123193522,Clevvah4Evah,in edit alway add instead multipli pok ralli grammar,,,
1115,mbdata,20140123193522,KronosQuoth,rememb get want sometim wonder stroke luck   kronosstar pokral,,,
1116,mbdata,20140123193547,KronosQuoth,peopl often say motiv n't last well neither bath 's recommend daili   pokral hi,,,
1117,mbdata,20140123193547,KronosQuoth,noth world common unsuccess peopl talent   pokral hi,,,
1118,ccdata,20140123193558,,pursuit polic unit 253 in pursuit,,,Egeou Ave / Nia Ave
1119,mbdata,20140123193600,AbilaPost,if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1120,mbdata,20140123193600,AbilaAllFaith,donat dancingdolphinsfir victim accept generousabila,,,
1121,mbdata,20140123193600,martaO,whi nt answer phone notthatintom,,,
1122,mbdata,20140123193600,trollingsnark,evacu right mean @abilapost,,,
1123,mbdata,20140123193600,stuffNstuff,cyclist safeti meet eastabila cycl,,,
1124,mbdata,20140123193600,KronosStar,abila polic pursuit errat driver ran red light polvo   kronosstar,,,
1125,mbdata,20140123193600,HomelandIlluminations,report come possibl hit run polic pursuit hi,,,
1126,mbdata,20140123193600,trapanitweets,i think 's cri,36.054,24.901,
1127,mbdata,20140123193600,surferMan,some dude blast red light cop pursuit gonnagetit,,,
1128,mbdata,20140123193600,Officia1AbilaPost,the untold link pok gastech smad.co.kronos/b33nk4x,,,
1129,ccdata,20140123193600,,pursuit continu polic unit 253 and 357 second unit join,,,Egeou Ave / Limnou St
1130,mbdata,20140123193610,KronosQuoth,too mani us live dream live fear   kronosstar pokral,,,
1131,mbdata,20140123193610,KronosQuoth,you take life hand happen a terribl thing one blame   kronosstar pokral,,,
1132,mbdata,20140123193610,KronosQuoth,wast want   kronosstar pokral,,,
1133,mbdata,20140123193641,KronosQuoth,you ca nt fall nt climb   but joy live whole life ground   kronosstar pokral,,,
1134,mbdata,20140123193641,KronosQuoth,the battl count nt one gold medal the struggl within kronosstar pokral,,,
1135,mbdata,20140123193700,slamrjamr,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1136,mbdata,20140123193700,soup4u,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1137,mbdata,20140123193700,BlueVelvet,rt @kronosstar abila polic pursuit errat driver ran red light polvo   kronosstar,,,
1138,mbdata,20140123193700,sithLordJames,rt @kronosstar abila polic pursuit errat driver ran red light polvo   kronosstar,,,
1139,mbdata,20140123193700,vetsRock,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1140,mbdata,20140123193700,worldWatcher,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1141,ccdata,20140123193700,,suspici occupi vehicl black van,,,S. Limnou St / S. Eleftherias St
1142,mbdata,20140123193705,KronosQuoth,whether think think ca nt right   kronosstar pokral,,,
1143,mbdata,20140123193705,KronosQuoth,it place world life go make life want live   kronosstar pokral,,,
1144,mbdata,20140123193730,KronosQuoth,definit purpos start point achiev   kronosstar pokral,,,
1145,mbdata,20140123193730,KronosQuoth,be miser or motiv whatev done 's alway choic   pokral hi,,,
1146,mbdata,20140123193730,KronosQuoth,when doubt punt   kronosstar pokral,,,
1147,mbdata,20140123193752,KronosQuoth,i learn year one mind made diminish fear   kronosstar pokral,,,
1148,mbdata,20140123193752,KronosQuoth,motiv get start habit keep go   pokral hi,,,
1149,mbdata,20140123193800,sarajane,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1150,mbdata,20140123193800,phantomagate,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1151,mbdata,20140123193800,farmboy,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1152,mbdata,20140123193800,brain448,rt @trapanitweet i think 's cri,,,
1153,mbdata,20140123193800,electricAvenue,rt @officia1abilapost the untold link pok gastech smad.co.kronos/b33nk4x,,,
1154,mbdata,20140123193807,plasticParts,rt @hngohebo_abilapost bicyclist hit run accid 500 block schaber uninjur abilapost,,,
1155,mbdata,20140123193807,klingon4real,rt @abilapolicedepart abila polic depart report pursuit suspect hit run vehicl pursuit head west egeou?#apd,,,
1156,ccdata,20140123193822,,suspici occupi vehicl black van,,,N. Limnou St / N. Achilleos St
1157,mbdata,20140123193822,KronosQuoth,whenev find side major time paus reflect   pokral hi,,,
1158,mbdata,20140123193822,KronosQuoth,the best reason start organ make mean creat product servic make world better place   pokral hi,,,
1159,mbdata,20140123193822,maskedWoman101,i recommend site abila dates.kronos/clickher,,,
1160,mbdata,20140123193822,junkman995,free ith contest click contest.kronos/freeith   abila ith,,,
1161,mbdata,20140123193848,meds4realz43,hi i advis visit link hottips.kronos/trad abila,,,
1162,mbdata,20140123193848,KronosQuoth,whenev see success person see public glori never privat sacrific reach   pokral hi,,,
1163,mbdata,20140123193848,KronosQuoth,our live begin end day becom silent thing matter   kronosstar pokral,,,
1164,mbdata,20140123193900,plasticParts,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1165,mbdata,20140123193900,henri,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1166,mbdata,20140123193900,plasticParts,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1167,mbdata,20140123193900,henri,rt @kronosstar abila polic pursuit errat driver ran red light polvo   kronosstar,,,
1168,mbdata,20140123193900,lordWally,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1169,mbdata,20140123193900,electricAvenue,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1170,mbdata,20140123193900,klingon4real,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1171,mbdata,20140123193907,rnbwBrite,rt @brewvebeenserv go give biker coffe he 's bean serv,,,
1172,mbdata,20140123193907,redisrad,ominousknock,,,
1173,mbdata,20140123193907,trapanitweets,coffe shop owner gave henri coffe yay abila nice peopl,36.054,24.901,
1174,ccdata,20140123193907,,pursuit continu polic unit 253 and 357,,,N. Limnou St / N. Alexandrias St
1175,mbdata,20140123193909,KronosQuoth,the two import day life day born day find   kronosstar pokral,,,
1176,mbdata,20140123193932,KronosQuoth,do n't let interfer   pokral hi,,,
1177,mbdata,20140123193940,redisrad,scari look apd say evacu,,,
1178,mbdata,20140123193940,kingWilly,siren go give nightmar afd apd,,,
1179,mbdata,20140123193940,trapanitweets,except derp hit henri,36.054,24.901,
1180,mbdata,20140123193940,brewvebeenserved,our awesom coffe cheer he 's ok now,36.054,24.901,
1181,mbdata,20140123193940,megaMan,run n't walk across driveway gelato almostcreamedbyvan,,,
1182,mbdata,20140123193940,prettyRain,someth go outsid 'm gelatogalor,,,
1183,mbdata,20140123193940,sofitees,wow crazi drive @gelatogalor somebodywantgelatobad,36.059,24.857,
1184,ccdata,20140123193940,,incomplet call for polic,,,
1185,mbdata,20140123193953,KronosQuoth,you must expect great thing   pokral hi,,,
1186,mbdata,20140123193953,KronosQuoth,whenev find side major time paus reflect   pokral hi,,,
1187,mbdata,20140123193953,Clevvah4Evah,wait bate breadth pok ralli grammar,,,
1188,mbdata,20140123193953,dirtdigger334,make $ 630-$8062 month onlin fastjobs.kronos/trick abila workathom,,,
1189,mbdata,20140123194000,blueSunshine,rt @abilapost if vicin achilleo madeg pleas evacu donot wait fire polic offic abilapost,,,
1190,mbdata,20140123194000,pinky,rt @abilaallfaith donat dancingdolphinsfir victim accept generousabila,,,
1191,mbdata,20140123194000,dragonRider1,rt @kronosstar abila polic pursuit errat driver ran red light polvo   kronosstar,,,
1192,mbdata,20140123194000,brain448,rt @homelandillumin report come possibl hit run polic pursuit hi,,,
1193,mbdata,20140123194000,redisrad,yessir,,,
1194,mbdata,20140123194000,martaO,wheezi panickattak worstfirstdateev,,,
1195,mbdata,20140123194000,truccotrucco,wow crazi black van got pull park lot dinner show,36.059,24.856,
1196,mbdata,20140123194000,KronosStar,abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1197,mbdata,20140123194000,trapanitweets,gon na help bike guy home ttl,36.054,24.901,
1198,mbdata,20140123194000,protoGuy,omg dude black van shoot cop   bullet everywher,,,
1199,mbdata,20140123194000,megaMan,yeah van ca n't exit backway gelato   and cop got,,,
1200,mbdata,20140123194000,panopticon,somebodi shoot across street gelatogalor went octavio ink cartridg,,,
1201,mbdata,20140123194000,SiaradSea,real life action movi go outsid most excit milk run ever,,,
1202,mbdata,20140123194000,roger_roger,someth 's go outsid i think i heard gun,,,
1203,mbdata,20140123194000,sofitees,cops?r right behind think gunshot crazi,36.059,24.857,
1204,ccdata,20140123194000,,feloni assault weapon in progress,,,N. Alexandrias St / N. Ithakis St
1205,mbdata,20140123194021,reggierockin776,i got cheap medic onlin without prescript meds.kronos/cheapm krono abila,,,
1206,mbdata,20140123194022,brontes_riff,omg the cop are here for me,,,
1207,mbdata,20140123194022,megaMan,better expect cop block van gelato move get better view,,,
